individual_losses,individual_correct_preds,individual_kl_scores,path
1.270103320479393,2,0.10786719806492329,./DATA/CIFAR10/train/0/902.png
0.06441917922347784,4,0.4706670492887497,./DATA/CIFAR10/train/0/24721.png
0.4731610417366028,4,0.14741821214556694,./DATA/CIFAR10/train/0/27623.png
0.30095018818974495,4,0.20888737216591835,./DATA/CIFAR10/train/0/45067.png
1.0003146678209305,2,0.07925799302756786,./DATA/CIFAR10/train/0/6313.png
0.31298278272151947,4,0.15379329584538937,./DATA/CIFAR10/train/0/26412.png
1.746161326766014,1,0.12180031836032867,./DATA/CIFAR10/train/0/6276.png
0.42309966683387756,4,0.10385079868137836,./DATA/CIFAR10/train/0/44001.png
0.1463575791567564,4,0.3099443316459656,./DATA/CIFAR10/train/0/13436.png
1.9474005103111267,1,0.09542746003717184,./DATA/CIFAR10/train/0/2478.png
0.7970781847834587,3,0.1155356066301465,./DATA/CIFAR10/train/0/12820.png
0.050189980771392584,4,0.527907520532608,./DATA/CIFAR10/train/0/40271.png
1.290901705622673,2,0.14133070409297943,./DATA/CIFAR10/train/0/41664.png
0.39059048146009445,4,0.1469208523631096,./DATA/CIFAR10/train/0/47520.png
1.3883754909038544,1,0.0004968568682670593,./DATA/CIFAR10/train/0/11689.png
0.5305975675582886,4,0.08781849220395088,./DATA/CIFAR10/train/0/32033.png
0.5732335578650236,3,0.19733621180057526,./DATA/CIFAR10/train/0/29540.png
0.8267706483602524,4,0.06344564259052277,./DATA/CIFAR10/train/0/25275.png
3.698447709903121,1,0.5629332065582275,./DATA/CIFAR10/train/0/29515.png
0.04218386276625097,4,0.5708820968866348,./DATA/CIFAR10/train/0/28966.png
0.1922344658523798,4,0.25122717395424843,./DATA/CIFAR10/train/0/15414.png
0.12751822732388973,4,0.3160443641245365,./DATA/CIFAR10/train/0/11031.png
0.2777111530303955,4,0.17057608254253864,./DATA/CIFAR10/train/0/33478.png
0.14375155605375767,4,0.3287905529141426,./DATA/CIFAR10/train/0/8190.png
1.2390339374542236,1,0.01736476831138134,./DATA/CIFAR10/train/0/32662.png
0.20421445555984974,4,0.2335101179778576,./DATA/CIFAR10/train/0/1711.png
1.5169042944908142,0,0.1082598939538002,./DATA/CIFAR10/train/0/28716.png
1.6769428253173828,0,0.03633775934576988,./DATA/CIFAR10/train/0/713.png
0.4677334800362587,4,0.08974593225866556,./DATA/CIFAR10/train/0/1709.png
1.2684227675199509,2,0.0168311670422554,./DATA/CIFAR10/train/0/24795.png
1.5006398260593414,0,0.06800051964819431,./DATA/CIFAR10/train/0/15628.png
0.3696257807314396,4,0.14171060547232628,./DATA/CIFAR10/train/0/29917.png
0.7421169579029083,3,0.07702764496207237,./DATA/CIFAR10/train/0/34313.png
1.388422966003418,1,0.0004871208220720291,./DATA/CIFAR10/train/0/25460.png
0.3094504284672439,4,0.33712348248809576,./DATA/CIFAR10/train/0/36632.png
1.7616375088691711,0,0.09948324877768755,./DATA/CIFAR10/train/0/6354.png
0.2022598460316658,4,0.22897730022668839,./DATA/CIFAR10/train/0/26815.png
1.1597450971603394,3,0.004295855760574341,./DATA/CIFAR10/train/0/28092.png
0.3115486726164818,4,0.19875601306557655,./DATA/CIFAR10/train/0/24818.png
0.30792685970664024,4,0.1941891424357891,./DATA/CIFAR10/train/0/7093.png
1.3855297267436981,1,0.0005160253494977951,./DATA/CIFAR10/train/0/32263.png
0.07102198619395494,4,0.4452660530805588,./DATA/CIFAR10/train/0/19928.png
0.37248898670077324,4,0.18102684617042542,./DATA/CIFAR10/train/0/38052.png
1.30552276968956,3,0.0010434873402118683,./DATA/CIFAR10/train/0/17183.png
1.9066646099090576,1,0.1499936208128929,./DATA/CIFAR10/train/0/18935.png
0.1504198983311653,4,0.29891104251146317,./DATA/CIFAR10/train/0/46019.png
2.226339651271701,1,0.462629996240139,./DATA/CIFAR10/train/0/11835.png
0.44380246847867966,4,0.1006653755903244,./DATA/CIFAR10/train/0/47966.png
0.29914048314094543,4,0.17234494164586067,./DATA/CIFAR10/train/0/48516.png
0.0522809661924839,4,0.5148514658212662,./DATA/CIFAR10/train/0/32290.png
1.033280411735177,2,0.23851708136498928,./DATA/CIFAR10/train/0/10732.png
1.3509971797466278,1,0.0012033246457576752,./DATA/CIFAR10/train/0/47645.png
0.9447475932538509,2,0.2468638028949499,./DATA/CIFAR10/train/0/19339.png
0.04811245109885931,4,0.5222609713673592,./DATA/CIFAR10/train/0/9390.png
0.10225819051265717,4,0.3788735531270504,./DATA/CIFAR10/train/0/36836.png
0.2163996808230877,4,0.2196606509387493,./DATA/CIFAR10/train/0/20265.png
1.298183187842369,2,0.09043848980218172,./DATA/CIFAR10/train/0/10867.png
0.6271910630166531,3,0.15462943725287914,./DATA/CIFAR10/train/0/39619.png
0.21525081247091293,4,0.20865407958626747,./DATA/CIFAR10/train/0/30426.png
0.02342266822233796,4,0.6896762549877167,./DATA/CIFAR10/train/0/32573.png
1.2479317784309387,2,0.07772910594940186,./DATA/CIFAR10/train/0/47381.png
1.246092289686203,0,0.033511494286358356,./DATA/CIFAR10/train/0/46839.png
1.5624834895133972,0,0.0019519273191690445,./DATA/CIFAR10/train/0/14441.png
0.06399121787399054,4,0.4630628153681755,./DATA/CIFAR10/train/0/12883.png
1.8518158197402954,0,0.15134162455797195,./DATA/CIFAR10/train/0/43245.png
1.3462966531515121,1,0.008794461376965046,./DATA/CIFAR10/train/0/37063.png
0.16529699135571718,4,0.3656153082847595,./DATA/CIFAR10/train/0/42379.png
1.5473656803369522,1,0.034786682575941086,./DATA/CIFAR10/train/0/2277.png
0.07308169361203909,4,0.43300288915634155,./DATA/CIFAR10/train/0/8268.png
0.22854623571038246,4,0.20003757253289223,./DATA/CIFAR10/train/0/44630.png
2.5772732496261597,0,0.10695924330502748,./DATA/CIFAR10/train/0/26743.png
0.9533936530351639,0,0.06432536989450455,./DATA/CIFAR10/train/0/7550.png
1.392624482512474,1,0.026129326783120632,./DATA/CIFAR10/train/0/49439.png
1.920284479856491,0,0.09253867715597153,./DATA/CIFAR10/train/0/41121.png
0.747676208615303,4,0.08957505505532026,./DATA/CIFAR10/train/0/40589.png
1.9453526735305786,0,0.023848291486501694,./DATA/CIFAR10/train/0/5770.png
1.3881018459796906,1,0.0004725418984889984,./DATA/CIFAR10/train/0/4651.png
1.0671019405126572,2,0.026504752226173878,./DATA/CIFAR10/train/0/12430.png
2.5004435777664185,0,0.07875679060816765,./DATA/CIFAR10/train/0/27908.png
0.4288303181529045,4,0.11390724964439869,./DATA/CIFAR10/train/0/40334.png
0.25128601491451263,4,0.19106145948171616,./DATA/CIFAR10/train/0/28003.png
1.5562137514352798,2,0.11991985514760017,./DATA/CIFAR10/train/0/2391.png
0.1841197218745947,4,0.25679919868707657,./DATA/CIFAR10/train/0/9945.png
1.487331323325634,1,0.17725197225809097,./DATA/CIFAR10/train/0/18047.png
4.568107167258859,1,0.7308841496706009,./DATA/CIFAR10/train/0/12507.png
1.1014426201581955,2,0.05181806907057762,./DATA/CIFAR10/train/0/40612.png
1.9460170269012451,0,0.12588633131235838,./DATA/CIFAR10/train/0/21674.png
0.8241866789758205,2,0.1421106904745102,./DATA/CIFAR10/train/0/18614.png
2.0721873342990875,0,0.052632578648626804,./DATA/CIFAR10/train/0/46873.png
1.3011109828948975,2,0.003308657556772232,./DATA/CIFAR10/train/0/36106.png
0.2687631770968437,4,0.1769777350127697,./DATA/CIFAR10/train/0/43303.png
0.21933822706341743,4,0.2248259037733078,./DATA/CIFAR10/train/0/19818.png
0.3261384442448616,4,0.27168868109583855,./DATA/CIFAR10/train/0/6665.png
0.1380281187593937,4,0.320722259581089,./DATA/CIFAR10/train/0/6920.png
1.7499755024909973,0,0.15283689741045237,./DATA/CIFAR10/train/0/24072.png
0.9041900709271431,3,0.1341720251366496,./DATA/CIFAR10/train/0/14203.png
1.5598116219043732,1,0.08676041662693024,./DATA/CIFAR10/train/0/17166.png
0.346232533454895,4,0.24959854874759912,./DATA/CIFAR10/train/0/47017.png
0.27067988738417625,4,0.2011502217501402,./DATA/CIFAR10/train/0/21243.png
0.3561004064977169,4,0.14149749837815762,./DATA/CIFAR10/train/0/18102.png
1.4221958070993423,1,0.03483793884515762,./DATA/CIFAR10/train/0/40654.png
0.4782572388648987,4,0.0834556519985199,./DATA/CIFAR10/train/0/1234.png
0.9699067324399948,3,0.029361535795032978,./DATA/CIFAR10/train/0/11583.png
0.8319285660982132,4,0.043046193197369576,./DATA/CIFAR10/train/0/4387.png
0.19112675078213215,4,0.2549583353102207,./DATA/CIFAR10/train/0/44799.png
2.7252969220280647,1,0.3436220809817314,./DATA/CIFAR10/train/0/36312.png
1.385742723941803,1,0.0005201380699872971,./DATA/CIFAR10/train/0/41146.png
1.6166122779250145,1,0.15756313502788544,./DATA/CIFAR10/train/0/42235.png
0.4795699454843998,4,0.1445485269650817,./DATA/CIFAR10/train/0/22350.png
1.2952965795993805,0,0.07424596697092056,./DATA/CIFAR10/train/0/45457.png
1.540446549654007,2,0.1409107707440853,./DATA/CIFAR10/train/0/47581.png
0.9724792689085007,1,0.08360060676932335,./DATA/CIFAR10/train/0/43138.png
0.1665805671364069,4,0.27315785735845566,./DATA/CIFAR10/train/0/44932.png
0.6290648318827152,2,0.17290612123906612,./DATA/CIFAR10/train/0/4490.png
0.22095900028944016,4,0.23069043457508087,./DATA/CIFAR10/train/0/21945.png
1.7588791251182556,0,0.049886089749634266,./DATA/CIFAR10/train/0/5028.png
0.3614818975329399,4,0.1278153695166111,./DATA/CIFAR10/train/0/7396.png
0.13030526600778103,4,0.320712111890316,./DATA/CIFAR10/train/0/39886.png
1.3917337954044342,1,0.004207182675600052,./DATA/CIFAR10/train/0/4314.png
0.4613727452233434,3,0.30036927945911884,./DATA/CIFAR10/train/0/13106.png
1.1975712850689888,2,0.12097633816301823,./DATA/CIFAR10/train/0/44609.png
1.4747966527938843,2,0.16315689124166965,./DATA/CIFAR10/train/0/3049.png
0.9518934488296509,3,0.053115248680114746,./DATA/CIFAR10/train/0/33268.png
1.2189171090722084,2,0.1276626931503415,./DATA/CIFAR10/train/0/17328.png
1.081949144601822,2,0.03030710481107235,./DATA/CIFAR10/train/0/6512.png
0.3628506660461426,4,0.13106084242463112,./DATA/CIFAR10/train/0/4991.png
0.3163682743906975,4,0.14918863400816917,./DATA/CIFAR10/train/0/11908.png
0.02277140610385686,4,0.7062152847647667,./DATA/CIFAR10/train/0/35411.png
0.18094286508858204,4,0.2967109642922878,./DATA/CIFAR10/train/0/22881.png
0.9781616628170013,2,0.11138241644948721,./DATA/CIFAR10/train/0/28380.png
0.12911350093781948,4,0.34373118728399277,./DATA/CIFAR10/train/0/27427.png
2.4739602506160736,1,0.11273744888603687,./DATA/CIFAR10/train/0/25092.png
1.250849887728691,2,0.07377443835139275,./DATA/CIFAR10/train/0/28272.png
1.512192651629448,2,0.22673122584819794,./DATA/CIFAR10/train/0/19858.png
1.8645709678530693,1,0.21633033454418182,./DATA/CIFAR10/train/0/31654.png
0.7086698114871979,4,0.14916818961501122,./DATA/CIFAR10/train/0/46770.png
0.9824392199516296,2,0.0878510344773531,./DATA/CIFAR10/train/0/9542.png
0.39373617246747017,4,0.13550538755953312,./DATA/CIFAR10/train/0/32403.png
0.5763783752918243,4,0.10317943710833788,./DATA/CIFAR10/train/0/15580.png
2.0732805728912354,1,0.11097584757953882,./DATA/CIFAR10/train/0/26761.png
1.6658689826726913,0,0.07718192785978317,./DATA/CIFAR10/train/0/8806.png
1.243766188621521,0,0.04749847110360861,./DATA/CIFAR10/train/0/11431.png
1.1647145301103592,2,0.052050129510462284,./DATA/CIFAR10/train/0/20928.png
3.9851733269169927,1,0.6432024985551834,./DATA/CIFAR10/train/0/38224.png
1.1500689685344696,0,0.04856610484421253,./DATA/CIFAR10/train/0/25599.png
1.3872030377388,1,0.001400759443640709,./DATA/CIFAR10/train/0/10205.png
0.8764701336622238,4,0.08216603100299835,./DATA/CIFAR10/train/0/42439.png
1.6736655328422785,2,0.3228220120072365,./DATA/CIFAR10/train/0/1668.png
1.9707644805312157,1,0.19755806773900986,./DATA/CIFAR10/train/0/18525.png
1.6008039116859436,1,0.07224963046610355,./DATA/CIFAR10/train/0/41164.png
1.6695877835154533,2,0.22702623158693314,./DATA/CIFAR10/train/0/26200.png
0.10693204402923584,4,0.3769715428352356,./DATA/CIFAR10/train/0/23746.png
1.1138120591640472,1,0.040664153173565865,./DATA/CIFAR10/train/0/7014.png
1.3594446182250977,2,0.0006600786000490189,./DATA/CIFAR10/train/0/18381.png
1.414888173341751,0,0.0015168394893407822,./DATA/CIFAR10/train/0/20287.png
0.0827111629769206,4,0.4138461574912071,./DATA/CIFAR10/train/0/3011.png
2.5297675728797913,0,0.17756919749081135,./DATA/CIFAR10/train/0/8882.png
1.8543531894683838,1,0.12882624566555023,./DATA/CIFAR10/train/0/35796.png
0.016784200444817543,4,0.7786829024553299,./DATA/CIFAR10/train/0/16763.png
0.45072357542812824,4,0.21295751817524433,./DATA/CIFAR10/train/0/38387.png
1.3952117562294006,1,0.03849868290126324,./DATA/CIFAR10/train/0/13707.png
0.9079151004552841,2,0.08384977094829082,./DATA/CIFAR10/train/0/33087.png
1.8266135826706886,1,0.150650504976511,./DATA/CIFAR10/train/0/5719.png
1.39328071475029,0,0.0005419831722974777,./DATA/CIFAR10/train/0/29864.png
1.314223475754261,2,0.19952320866286755,./DATA/CIFAR10/train/0/4311.png
0.1065808329731226,4,0.36371856182813644,./DATA/CIFAR10/train/0/47685.png
0.995600551366806,2,0.07168018817901611,./DATA/CIFAR10/train/0/7592.png
1.7360133826732635,2,0.12730107083916664,./DATA/CIFAR10/train/0/27681.png
1.2010121047496796,2,0.08287551067769527,./DATA/CIFAR10/train/0/35430.png
1.5002573430538177,1,0.024323368445038795,./DATA/CIFAR10/train/0/6867.png
1.1070369742810726,2,0.1915044253692031,./DATA/CIFAR10/train/0/7179.png
1.1308419406414032,2,0.018113914877176285,./DATA/CIFAR10/train/0/77.png
1.3888819515705109,1,0.0005095154047012329,./DATA/CIFAR10/train/0/28742.png
2.9445996433496475,1,0.4360311031341553,./DATA/CIFAR10/train/0/10764.png
1.5290094316005707,0,0.03125094808638096,./DATA/CIFAR10/train/0/47201.png
0.06130659952759743,4,0.4796348139643669,./DATA/CIFAR10/train/0/2720.png
1.5521743595600128,0,0.04794058855623007,./DATA/CIFAR10/train/0/9004.png
1.834357112646103,2,0.1554923802614212,./DATA/CIFAR10/train/0/26495.png
1.459370106458664,0,0.00410814955830574,./DATA/CIFAR10/train/0/3548.png
0.27948496118187904,4,0.16804435662925243,./DATA/CIFAR10/train/0/9064.png
1.6442195177078247,0,0.05932491272687912,./DATA/CIFAR10/train/0/14615.png
0.4160700626671314,4,0.14306947123259306,./DATA/CIFAR10/train/0/44031.png
1.3875284790992737,1,0.0005381777882575989,./DATA/CIFAR10/train/0/9417.png
1.6560191288590431,2,0.19503174349665642,./DATA/CIFAR10/train/0/11563.png
0.40949800983071327,4,0.16988541185855865,./DATA/CIFAR10/train/0/7965.png
0.7513614445924759,4,0.05672951973974705,./DATA/CIFAR10/train/0/36254.png
2.704112283885479,1,0.31632089614868164,./DATA/CIFAR10/train/0/1335.png
0.7902303040027618,3,0.10573536343872547,./DATA/CIFAR10/train/0/36531.png
0.33038080483675003,4,0.1321297474205494,./DATA/CIFAR10/train/0/1481.png
1.1944072246551514,2,0.010735781863331795,./DATA/CIFAR10/train/0/35690.png
0.29373637214303017,4,0.22361087799072266,./DATA/CIFAR10/train/0/34279.png
1.4449677467346191,2,0.13188626617193222,./DATA/CIFAR10/train/0/43754.png
0.1667599119246006,4,0.2973527777940035,./DATA/CIFAR10/train/0/16920.png
1.246625155210495,2,0.0038309823721647263,./DATA/CIFAR10/train/0/2967.png
1.3901783227920532,1,0.0005202870815992355,./DATA/CIFAR10/train/0/35179.png
1.423169583082199,0,0.005210183560848236,./DATA/CIFAR10/train/0/44741.png
0.2542851213365793,4,0.23655040189623833,./DATA/CIFAR10/train/0/29880.png
